epoch;loss;train_acc;train_apr;train_auprc;train_auroc;train_dem_val;train_dem_var;train_diff;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_apr;val_auprc;val_auroc;val_dem_val;val_dem_var;val_diff;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
39;0.26214035801982305;0.907952;0.084315;0.443435;0.829312;;;-0.01745699803543091;0.813163;0.010344;0.433404;4628;0.028306;0.914832;0.671756;0.101772;0.989656;0.186837;0.911873;0.08648;0.460921;0.824251;;;-0.015111000874996186;0.771084;0.010899;0.2523646788258958;0.505747;817;0.033048;0.918987;0.703704;0.101591;0.989101;0.228916
40;0.2660207086200073;0.907952;0.074986;0.44531;0.837246;;;-0.026785996660709382;0.859873;0.005052;0.426752;4628;0.018799;0.910813;0.758621;0.101772;0.994948;0.140127;0.910649;0.07847;0.463478;0.815929;;;-0.023121000865459443;0.831325;0.00545;0.25612179886189496;0.46988;817;0.022032;0.913642;0.777778;0.101591;0.99455;0.168675
41;0.27117505132211833;0.910112;0.081757;0.449621;0.836586;;;-0.02001499842119217;0.791932;0.010344;0.438819;4628;0.030467;0.916871;0.695035;0.101772;0.989656;0.208068;0.911873;0.084062;0.460897;0.846361;;;-0.01752899740076065;0.795181;0.008174;0.24625303748096802;0.506024;817;0.028152;0.916877;0.73913;0.101591;0.991826;0.204819
42;0.2714773063180049;0.909248;0.084485;0.44973;0.840198;;;-0.0172869981379509;0.81104;0.009141;0.446089;4628;0.027442;0.91513;0.700787;0.101772;0.990859;0.18896;0.910649;0.087625;0.468294;0.853124;;;-0.013966003099441529;0.831325;0.00545;0.24418315529422047;0.47619;817;0.022032;0.913642;0.777778;0.101591;0.99455;0.168675
43;0.26831428842842836;0.909032;0.084769;0.457203;0.843593;;;-0.017002996906757356;0.796178;0.011066;0.43949;4628;0.030683;0.916407;0.676056;0.101772;0.988934;0.203822;0.911873;0.087975;0.468096;0.843538;;;-0.013615997174739838;0.795181;0.008174;0.2451791917378564;0.506024;817;0.028152;0.916877;0.73913;0.101591;0.991826;0.204819
44;0.2659466164081954;0.909896;0.08503;0.467612;0.847089;;;-0.016742003068447114;0.800425;0.009622;0.449064;4628;0.028954;0.91611;0.701493;0.101772;0.990378;0.199575;0.910649;0.086947;0.473463;0.852007;;;-0.014643998483181;0.795181;0.009537;0.2438996355260199;0.505495;817;0.029376;0.916772;0.708333;0.101591;0.990463;0.204819
45;0.2622212804660729;0.909464;0.084303;0.466871;0.847221;;;-0.017469000920772554;0.821656;0.007698;0.43129;4628;0.025065;0.914229;0.724138;0.101772;0.992302;0.178344;0.908201;0.087663;0.450147;0.834723;;;-0.01392799768781662;0.831325;0.008174;0.2505579965629112;0.45977;817;0.02448;0.913425;0.7;0.101591;0.991826;0.168675
46;0.26366868591968007;0.909464;0.092591;0.458833;0.837542;;;-0.009180997416496278;0.821656;0.007698;0.440928;4628;0.025065;0.914229;0.724138;0.101772;0.992302;0.178344;0.909425;0.096014;0.442539;0.831489;;;-0.005576999524593354;0.831325;0.006812;0.2524605091784327;0.473118;817;0.023256;0.913534;0.736842;0.101591;0.993188;0.168675
47;0.2601626965192339;0.906655;0.108199;0.475714;0.850649;;;0.006427000358581542;0.88535;0.003608;0.457627;4628;0.014909;0.908533;0.782609;0.101772;0.996392;0.11465;0.906977;0.111782;0.479643;0.844621;;;0.010190999468803405;0.879518;0.004087;0.251971449575306;0.447059;817;0.015912;0.909204;0.769231;0.101591;0.995913;0.120482
48;0.2655952358610329;0.907736;0.074193;0.465716;0.84857;;;-0.02757899920654297;0.864119;0.004811;0.435244;4628;0.01815;0.910431;0.761905;0.101772;0.995189;0.135881;0.906977;0.076691;0.469207;0.843554;;;-0.024899998346328736;0.879518;0.004087;0.24987116994762582;0.457831;817;0.015912;0.909204;0.769231;0.101591;0.995913;0.120482
49;0.2621088316736545;0.909248;0.083838;0.481168;0.850932;;;-0.017933999106407167;0.857749;0.003849;0.445148;4628;0.017934;0.911111;0.807229;0.101772;0.996151;0.142251;0.909425;0.085408;0.46842;0.841666;;;-0.016182997861862183;0.855422;0.004087;0.2478954444412539;0.493976;817;0.01836;0.911471;0.8;0.101591;0.995913;0.144578
50;0.2605033562282807;0.909464;0.101115;0.473359;0.84745;;;-0.0006569967718124403;0.81104;0.008901;0.452229;4628;0.027226;0.915149;0.706349;0.101772;0.991099;0.18896;0.909425;0.103567;0.459149;0.844178;;;0.001975996753215789;0.807229;0.009537;0.24525613218860534;0.46988;817;0.028152;0.915617;0.695652;0.101591;0.990463;0.192771
